Instance,Initialization,Mean_Initial_Fitness,Mean_Final_Fitness,Mean_Improvement_%,Std_Final_Fitness,Mean_Iterations,Mean_Time_Seconds,Mean_Acceptance_Rate,Mean_Num_Routes
lc101,random,54752.122671527184,1722.3522642613916,96.85676768337686,302.06968144771207,200.0,0.4619286060333252,0.344,25.0
lc101,greedy,1160.5116137199673,1160.5116137199673,0.0,0.0,200.0,0.4530048131942749,0.0,25.0
lc102,random,49832.8792068021,2164.1795050418837,95.63840015766795,378.6139904106585,200.0,0.45059404373168943,0.3415,25.0
lc102,greedy,1266.3615727865304,1160.5116137199673,8.358588995530578,0.0,200.0,0.4776926517486572,0.009999999999999998,25.0
lc103,random,41016.93762944467,1990.483183892493,95.11289567238956,261.25030145080206,200.0,0.4475319147109985,0.3355,25.0
lc103,greedy,1623.9532136486746,1276.361815371442,21.404027859661632,100.75555857588769,200.0,0.4324575185775757,0.03200000000000001,25.0
lc104,random,33722.5541583266,1957.3695921707215,94.1616441805217,191.82448371925338,200.0,0.46855835914611815,0.341,25.0
lc104,greedy,1780.949772967874,1607.4815042295536,9.740211171101334,38.16484669512762,200.0,0.4103396892547607,0.026500000000000003,25.0
lc105,random,51662.51449214502,2166.306363159399,95.82288987162096,445.8118162073255,200.0,0.44994072914123534,0.348,25.0
lc105,greedy,1160.5116137199673,1160.5116137199673,0.0,0.0,200.0,0.41976869106292725,0.0,25.0
lc106,random,50612.38903651077,2263.1107468624464,95.52051751209027,583.7991131762157,200.0,0.4440704107284546,0.34,25.0
lc106,greedy,1721.9445248126717,1289.0390630677225,25.140499911984357,91.80923399247592,200.0,0.4092698335647583,0.0455,25.0
lc107,random,50784.564187681084,2202.435928530701,95.64437149408532,333.0218613393245,200.0,0.41935138702392577,0.3415,25.0
lc107,greedy,1194.1274808791254,1167.2347871517989,2.2520789578955096,13.446346863663258,200.0,0.4221564531326294,0.003999999999999999,25.0
lc108,random,49340.42607776042,2313.6531319909886,95.2948059780182,245.96156088951605,200.0,0.4814736843109131,0.3335,25.0
lc108,greedy,1198.0296856839925,1171.9249902204654,2.178969000139852,7.5938242963094575,200.0,0.4323340177536011,0.0115,25.0
lc109,random,45445.94233095618,2105.4067933881247,95.3635082148412,269.9679058849481,200.0,0.529778528213501,0.3165,25.0
lc109,greedy,1622.8722412689024,1356.342342161261,16.42334450795986,71.74662064818098,200.0,0.43126914501190183,0.052500000000000005,25.0
lc201,random,46517.7077507747,835.0273477687828,98.21551922897297,202.95946714471532,200.0,0.5763382196426392,0.20249999999999999,25.0
lc201,greedy,662.5433434720817,662.5433434720817,0.0,0.0,200.0,1.2916220664978026,0.0,25.0
lc202,random,40314.795237033104,1122.5082830221143,97.23215867681719,348.8873521047949,200.0,0.4976333141326904,0.24250000000000002,25.0
lc202,greedy,1812.6384121554372,766.5281329647637,57.65316598801579,110.70562012369847,200.0,0.8059417247772217,0.09899999999999999,25.0
lc203,random,33920.95954971464,1165.298224934874,96.54404242661991,239.81964977902098,200.0,0.535694694519043,0.225,25.0
lc203,greedy,981.1566213573475,770.5221686983606,21.467974436904054,55.285984504384786,200.0,0.9648128271102905,0.028500000000000004,25.0
lc204,random,23883.147004007093,1172.6319420308475,95.00491285176057,142.68887018814516,200.0,0.48924500942230226,0.25949999999999995,25.0
lc204,greedy,1021.8055509508691,904.3533583552532,11.494573746082857,25.874264309669652,200.0,0.8895748615264892,0.0495,25.0
lc205,random,44993.43001685164,1080.8430121331382,97.57418632424458,277.8924101692598,200.0,0.5373422861099243,0.24100000000000002,25.0
lc205,greedy,800.481951351698,659.7836484448902,17.576698971066616,0.7277108191668503,200.0,0.9520532131195069,0.0215,25.0
lc206,random,42821.97130993978,1120.2597663757572,97.38579069926408,286.1976507229755,200.0,0.5980647087097168,0.25,25.0
lc206,greedy,1042.5271267067603,872.1293367165277,16.344686447488623,40.01574547610106,200.0,0.8408641815185547,0.0505,25.0
lc207,random,40724.46555505916,1135.4267765900036,97.20366102789711,294.59500760708215,200.0,0.48356454372406005,0.23450000000000001,25.0
lc207,greedy,832.2041046773941,734.5714293099516,11.72635378817768,65.35200747821975,200.0,1.175144863128662,0.037,25.0
lc208,random,42310.24901442033,1095.8205972223404,97.40712757620412,238.5228425101944,200.0,0.51650390625,0.236,25.0
lc208,greedy,829.5019243046723,750.1673320501707,9.56564982466318,67.61187644843378,200.0,1.232877516746521,0.027500000000000004,25.0
lr101,random,50844.49553836258,3404.0836892365587,93.29517340317294,68.42496963281388,200.0,0.44367682933807373,0.275,25.0
lr101,greedy,3434.7881437438177,3109.8464654823165,9.460312096784047,80.12747918094898,200.0,0.39638352394104004,0.056499999999999995,25.0
lr102,random,51691.639732674215,7771.472718139143,84.99470344743969,7783.476785329382,200.0,0.49269273281097414,0.29900000000000004,25.0
lr102,greedy,3071.921493982548,2741.634719926755,10.748135535240836,28.43106044487056,200.0,0.4413833856582642,0.0885,25.0
lr103,random,42994.874049532395,2690.5057851315055,93.73901424990392,142.42167486732484,200.0,0.4584975242614746,0.323,25.0
lr103,greedy,3114.843847120815,2505.8931089551306,19.54996038496647,91.38763198045947,200.0,0.39938442707061766,0.11500000000000002,25.0
lr104,random,37707.77918461708,2109.252141272615,94.3925400372123,101.98503832466653,200.0,0.4631739377975464,0.3395,25.0
lr104,greedy,2017.3773383177363,1854.9161385278385,8.053089360336145,46.63603370497753,200.0,0.42671217918396,0.05700000000000001,25.0
lr105,random,49404.07878834245,2795.3485654500264,94.33632445916598,141.1558406994097,200.0,0.5189833402633667,0.32050000000000006,25.0
lr105,greedy,2914.2326734508256,2481.103850853381,14.86253402287762,88.23453518399634,200.0,0.4083184480667114,0.07649999999999998,25.0
lr106,random,44975.75515565234,2478.209354889095,94.48771739876707,203.4659702745418,200.0,0.43690178394317625,0.32849999999999996,25.0
lr106,greedy,2705.003478052623,2173.782576158809,19.638455410646955,116.95281804486062,200.0,0.3984923601150513,0.101,25.0
lr107,random,42821.10848721827,2237.9198488408815,94.76278166130116,271.7587299209833,200.0,0.4579108476638794,0.31500000000000006,25.0
lr107,greedy,2421.0552085406757,1904.7982674480725,21.323633565703965,86.66139801418076,200.0,0.42629661560058596,0.10550000000000001,25.0
lr108,random,36674.30785763277,2153.2241608897907,94.09841794545198,237.19381769421224,200.0,0.4425431966781616,0.31299999999999994,25.0
lr108,greedy,1961.3924218150962,1588.8873428744464,18.991868980299667,25.961196312659037,200.0,0.4174436807632446,0.08549999999999999,25.0
lr109,random,46953.489811278145,2658.0342838615843,94.33424671267969,181.55139286838784,200.0,0.4531109094619751,0.33199999999999996,25.0
lr109,greedy,2770.175047310441,2233.57320697628,19.37068348280544,91.2791132848654,200.0,0.4078458070755005,0.12050000000000001,25.0
lr110,random,43164.21274493761,3135.0231508314396,92.66017084481696,2638.069399991927,200.0,0.4560436964035034,0.32500000000000007,25.0
lr110,greedy,2132.537970867187,1970.420818011014,7.602075792828634,54.456488472529706,200.0,0.41955032348632815,0.07549999999999998,25.0
lr111,random,45676.93197520655,2252.321835733107,95.05964032708366,179.3777298353413,200.0,0.5478410482406616,0.34049999999999997,25.0
lr111,greedy,2278.890094901697,1854.7506491690194,18.61166743765121,55.003396258378366,200.0,0.41201329231262207,0.081,25.0
lr112,random,40048.594915673704,2112.1975063020686,94.71187842284561,128.11941151101246,200.0,0.4555628538131714,0.327,25.0
lr112,greedy,2072.157495451313,2019.9201425080523,2.5209161493723053,17.519763628252463,200.0,0.42135612964630126,0.030000000000000006,25.0
lr201,random,38301.9248449487,1983.6594792695425,94.79058103201956,174.0305035464483,200.0,0.43799409866333006,0.29700000000000004,25.0
lr201,greedy,2403.7525372034333,1890.539123273396,21.33912684513418,76.50540541927957,200.0,0.490715765953064,0.131,25.0
lr202,random,31012.854826972565,1994.8339380067453,93.55164470322167,145.94073882982175,200.0,0.45025947093963625,0.2765,25.0
lr202,greedy,2233.3138134834694,1811.2357004734993,18.89918516877048,53.5497616197429,200.0,0.7397796154022217,0.067,25.0
lr203,random,27508.38249484591,1681.817077121142,93.82884029344768,101.4059126955442,200.0,0.5420568943023681,0.23099999999999996,25.0
lr203,greedy,1892.4779638178284,1526.7674544493605,19.324426300356727,43.55757048018564,200.0,0.735304307937622,0.11900000000000002,25.0
lr204,random,20699.23517905386,1458.8100637528858,92.80794337039204,74.37317243352135,200.0,0.4467217445373535,0.229,25.0
lr204,greedy,1670.7958801295845,1331.4517435346102,20.310774835184453,35.3258252873077,200.0,1.0188664197921753,0.15650000000000003,25.0
lr205,random,33017.50339253494,1818.9516174801768,94.44243791978822,87.84981237008192,200.0,0.4567409515380859,0.229,25.0
lr205,greedy,2138.606779593419,1785.1657597548608,16.515564500101846,73.4559337527326,200.0,0.8898811101913452,0.12050000000000001,25.0
lr206,random,26148.443441138654,1630.761643185615,93.6970348120991,116.79314160555082,200.0,0.553949522972107,0.2205,25.0
lr206,greedy,2049.5899165511228,1659.5065528202442,19.032263994900923,124.60383820671207,200.0,0.6768338680267334,0.1165,25.0
lr207,random,22959.329854156626,1405.0101391445999,93.80056688210018,117.78006374314619,200.0,0.6661418437957763,0.227,25.0
lr207,greedy,1838.742062548235,1447.8180025812585,21.260407749916364,64.66193930106043,200.0,0.9844123601913453,0.12000000000000002,25.0
lr208,random,19206.207571744897,1308.1950932741188,93.01699609050925,58.82057328500853,200.0,1.0957045316696168,0.2435,25.0
lr208,greedy,1356.766137217281,1185.100149127958,12.653296979710502,26.191290821673693,200.0,1.9965310096740723,0.11400000000000002,25.0
lr209,random,29189.605028006605,1544.453339435188,94.68722988676296,136.04265081498096,200.0,0.46588194370269775,0.213,25.0
lr209,greedy,1849.2471546063412,1506.0602540567763,18.559197686819335,37.24755065462952,200.0,0.7554128885269165,0.101,25.0
lr210,random,30384.020135201037,1683.1501048501118,94.43126795613261,76.21717155435161,200.0,0.4425717830657959,0.2545,25.0
lr210,greedy,2329.075496107086,1709.7296200892029,26.591919285273672,131.41337029166561,200.0,0.6590709924697876,0.149,25.0
lr211,random,24701.0201368845,1520.6018151781234,93.72663295633716,90.96140075527836,200.0,0.4932541847229004,0.24300000000000002,25.0
lr211,greedy,1478.8279970364272,1344.3266967280258,9.095128072902458,50.55248964452267,200.0,2.495328497886658,0.053000000000000005,25.0
lrc101,random,66119.19958917963,4907.345908634917,92.60845606979039,4070.5466816372837,200.0,0.4582646369934082,0.322,25.0
lrc101,greedy,3408.1912710295373,3026.358809216519,11.203375381501843,119.29363207541408,200.0,0.3998658895492554,0.056499999999999995,25.0
lrc102,random,66021.62196051689,6087.797489127775,90.98158718381401,5566.018968758231,200.0,0.4825260639190674,0.31999999999999995,25.0
lrc102,greedy,3717.315880900619,3003.6789518638625,19.19764023023674,125.28330607151187,200.0,0.409819221496582,0.1045,25.0
lrc103,random,59599.080388773546,2772.98136869758,95.340126050867,313.44296443721834,200.0,0.47289199829101564,0.329,25.0
lrc103,greedy,3034.4647053398776,2307.112824863848,23.969693211329083,123.26414622569129,200.0,0.40487089157104494,0.0895,25.0
lrc104,random,60000.032047467794,2503.0842405105095,95.81565946722733,216.76078216969222,200.0,0.4579934120178223,0.31900000000000006,25.0
lrc104,greedy,2719.1634777643785,2139.0522753171463,21.334178955808266,115.37116370405668,200.0,0.4023480176925659,0.10400000000000001,25.0
lrc105,random,66285.17985813195,4961.769917570446,92.34522120216066,4909.493267371921,200.0,0.45194597244262696,0.319,25.0
lrc105,greedy,3777.1281486554726,3098.7704108328144,17.959616701491314,104.22336907242216,200.0,0.3907257080078125,0.095,25.0
lrc106,random,63004.12657578904,3135.83069813824,95.0178810077842,203.80600188840518,200.0,0.5083793878555298,0.3355,25.0
lrc106,greedy,3197.3062603792323,2652.178310234254,17.049600687308608,79.55138935603703,200.0,0.4066410303115845,0.08549999999999999,25.0
lrc107,random,59789.496230824225,2867.195385359221,95.188717532018,206.8208890360803,200.0,0.4455862045288086,0.32099999999999995,25.0
lrc107,greedy,2962.586229795921,2587.0656068831995,12.675432672168654,97.80871971258298,200.0,0.3995412588119507,0.07250000000000001,25.0
lrc108,random,55474.79435287721,3849.0389528417254,93.05519273043964,3760.1576883534804,200.0,0.4431741714477539,0.3175,25.0
lrc108,greedy,2477.000727394723,1997.0337776179235,19.376940203066574,68.12248435235709,200.0,0.4206422805786133,0.08499999999999999,25.0
lrc201,random,51170.75319037172,2643.7270707659404,94.83262839812659,172.3081964779892,200.0,0.4537172794342041,0.285,25.0
lrc201,greedy,2678.9630827490428,2186.8144282345374,18.37093348462815,75.70775264520763,200.0,0.6384220600128174,0.06050000000000001,25.0
lrc202,random,44116.44899131592,2356.9040637572657,94.63947844391268,224.61419084023868,200.0,0.4479620695114136,0.24699999999999997,25.0
lrc202,greedy,2742.112104017571,2337.876535993426,14.741759369789596,154.882113769458,200.0,0.7397085189819336,0.07250000000000001,25.0
lrc203,random,36898.46153551484,1818.3049104869108,95.0467920794347,178.87839041181007,200.0,0.4989039421081543,0.22649999999999998,25.0
lrc203,greedy,2438.565089691967,2154.1131081407084,11.64550900825811,142.4920098586153,200.0,0.9747492074966431,0.0675,25.0
lrc204,random,30313.875685318744,1556.2747711124464,94.74171442823364,126.54220940149706,200.0,0.536454439163208,0.2525,25.0
lrc204,greedy,1925.717790634811,1561.5324504071116,18.903758285030253,86.90321717277195,200.0,0.8303467988967895,0.10850000000000001,25.0
lrc205,random,48446.457335822626,2352.385688716476,95.12784797403764,247.4820426293274,200.0,0.43926589488983153,0.265,25.0
lrc205,greedy,3274.6437931814844,2195.9754778987844,32.94001984364591,171.61678484421446,200.0,0.48177037239074705,0.13999999999999999,25.0
lrc206,random,45401.28166480594,2305.441671379135,94.9174333586669,233.9785253248682,200.0,0.43898649215698243,0.27549999999999997,25.0
lrc206,greedy,3049.6931527743595,2293.295282512658,24.794762124675675,127.62942754355271,200.0,0.6732769250869751,0.1165,25.0
lrc207,random,41255.78817638058,2151.4019185662864,94.7553130445452,147.85343880388757,200.0,0.4577974796295166,0.2585,25.0
lrc207,greedy,2506.903124263198,2190.5869174494337,12.617846320060512,69.4291696829866,200.0,0.7010399580001831,0.0825,25.0
lrc208,random,31413.53565170414,1788.3532896082295,94.27246038665851,168.1668014882955,200.0,0.48925075531005857,0.2565,25.0
lrc208,greedy,1893.998608390985,1482.1817823217912,21.74623016237495,87.7394121961295,200.0,0.9410107135772705,0.10400000000000001,25.0
bar-n100-1,random,19419.82235294118,1661.329411764706,91.64232631677588,1140.0875921548604,200.0,0.4886725902557373,0.257,17.0
bar-n100-1,greedy,1246.7294117647057,1202.6235294117646,3.535191394531091,34.3583416383621,200.0,0.7051726341247558,0.0305,17.0
bar-n100-2,random,22738.684999999998,922.2666666666668,95.9115332351696,38.75573872280875,200.0,0.67200186252594,0.23150000000000004,18.0
bar-n100-2,greedy,956.0,911.7333333333332,4.630404463040449,28.904747783788842,200.0,0.9243475675582886,0.023000000000000003,18.0
bar-n100-3,random,18093.452941176474,1390.3470588235293,92.1537786330624,86.6871735342855,200.0,0.5788090944290161,0.23349999999999999,17.0
bar-n100-3,greedy,1283.1529411764702,1235.9999999999998,3.6740945372758462,6.836498830759454,200.0,0.8339576721191406,0.0395,17.0
bar-n100-4,random,34933.253333333334,7423.113333333333,78.23698632996005,4757.323255973071,200.0,0.458341383934021,0.23149999999999998,15.0
bar-n100-4,greedy,2806.0,2702.8,3.6778332145402706,34.166650406500196,200.0,0.42453718185424805,0.026000000000000002,15.0
bar-n100-5,random,19166.452631578948,1423.4315789473683,92.51977911379609,38.887242351811594,200.0,0.4983335256576538,0.261,19.0
bar-n100-5,greedy,1450.2526315789473,1367.463157894737,5.711384189750235,29.679598372565405,200.0,0.7721333265304565,0.052500000000000005,19.0
bar-n100-6,random,21617.5125,1211.6625,94.18799936586484,47.531463263821365,200.0,0.6342917919158936,0.229,16.0
bar-n100-6,greedy,1203.75,1153.0,4.215991692627207,20.828166025841064,200.0,2.2077604293823243,0.043500000000000004,16.0
ber-n100-1,random,61322.10470588235,14125.192941176472,77.13327989589447,10100.435156888576,200.0,0.44906694889068605,0.23249999999999998,17.0
ber-n100-1,greedy,4348.0,4127.517647058824,5.070891281995779,109.76011843386433,200.0,0.42487618923187254,0.037,17.0
ber-n100-2,random,63307.30705882353,4287.464705882353,92.87282056965755,3981.094682135993,200.0,0.5323885202407836,0.23650000000000002,17.0
ber-n100-2,greedy,3110.294117647059,3110.294117647059,0.0,0.0,200.0,0.816193675994873,0.0,17.0
ber-n100-3,random,34434.880000000005,1141.8666666666668,96.6401735250614,93.12467151321636,200.0,0.9413277387619019,0.209,21.0
ber-n100-3,greedy,991.6666666666666,991.6666666666666,0.0,0.0,200.0,1.1695847272872926,0.0,21.0
ber-n100-4,random,39032.5,4569.884736842106,88.11241383993749,4631.483792888836,200.0,1.1529585361480712,0.13199999999999998,19.0
ber-n100-4,greedy,825.578947368421,825.578947368421,0.0,0.0,200.0,1.3059834241867065,0.0,19.0
ber-n100-5,random,50557.89722222222,2515.0583333333334,95.11386394718599,2495.3901281635526,200.0,0.5954232931137085,0.20800000000000002,18.0
ber-n100-5,greedy,1580.0,1459.8666666666666,7.603375527426168,53.875411831372574,200.0,0.8865549564361572,0.0385,18.0
ber-n100-6,random,45771.577333333335,26403.42533333333,41.90314804491766,5772.207903031598,200.0,0.4819703817367554,0.138,15.0
ber-n100-6,greedy,16496.0,15826.039999999997,4.0613482056256105,299.452217223383,200.0,0.6090547561645507,0.0225,15.0
ber-n100-7,random,47173.59842105263,7008.546842105262,85.03086162583816,4209.275220020077,200.0,0.4397249698638916,0.256,19.0
ber-n100-7,greedy,3594.757894736842,3296.273684210526,8.297614575053696,22.67829694563876,200.0,0.599843692779541,0.06999999999999999,19.0
nyc-n100-1,random,16290.28909090909,2675.475454545455,83.39095418187965,1705.1104272523798,200.0,0.5245020389556885,0.2345,11.0
nyc-n100-1,greedy,1213.8545454545451,1169.181818181818,3.6805547977345396,14.604029784631807,200.0,0.555297589302063,0.023,11.0
nyc-n100-2,random,15443.369090909095,1876.303636363636,88.16878986239587,1252.7124765467404,200.0,0.4786799907684326,0.2445,11.0
nyc-n100-2,greedy,1047.2727272727275,993.3090909090909,5.152777777777771,19.31261738042373,200.0,0.7769358396530152,0.03200000000000001,11.0
nyc-n100-3,random,20030.882,906.71,95.42880024246806,29.661201931142323,200.0,0.7787291049957276,0.21700000000000003,10.0
nyc-n100-3,greedy,914.2,914.2,0.0,1.1368683772161603e-13,200.0,1.1526202917099,0.0,10.0
nyc-n100-4,random,23175.225,873.9916666666666,96.18117329607865,43.50742992102995,200.0,2.324161911010742,0.229,12.0
nyc-n100-4,greedy,830.0,830.0,0.0,0.0,200.0,1.484453272819519,0.0,12.0
nyc-n100-5,random,29712.33090909091,2606.7109090909094,91.48344149313309,3318.558685810792,200.0,2.5298177719116213,0.20249999999999999,11.0
nyc-n100-5,greedy,1213.6363636363637,1176.7727272727275,3.0374531835206,38.39897661342917,200.0,1.218744945526123,0.006500000000000001,11.0
poa-n100-1,random,47975.964705882354,11233.754117647057,76.61600766870129,4858.882323220556,200.0,0.4530476093292236,0.253,17.0
