Combination_ID,Combination_Name,Selection_Idx,Crossover_Idx,Mutation_Idx,LocalSearch_Idx,Instance,BKS_Fitness,BKS_Vehicles,BKS_Distance,Avg_Fitness,Std_Fitness,Avg_Vehicles,Std_Vehicles,Avg_Distance,Std_Distance,Feasibility_Rate,Avg_Total_Time,Std_Total_Time,Avg_Time_To_Best,Std_Time_To_Best,Avg_Num_Improvements,Std_Num_Improvements,Avg_Longest_Stagnation,Std_Longest_Stagnation
combo_0,Baseline_Short,1,1,0,1,lc202,663.0400000000001,3,592.0,662.5433434720816,0.0,3.0,0.0,591.5565566715013,0.0,1.0,62.4581089814504,0.23832509899064183,2.7593514124552407,1.1860973865618698,3.0,0.816496580927726,59.69867992401123,1.3024853866667052
combo_0,Baseline_Short,1,1,0,1,lc203,661.9200000000001,3,591.0,662.1142559143073,0.0,3.0,0.0,591.1734427806314,0.0,1.0,62.265517155329384,0.4671275414135566,11.03252387046814,4.293090746356928,6.333333333333333,1.8856180831641267,51.2329212029775,4.644410630188418
combo_0,Baseline_Short,1,1,0,1,lc204,661.9200000000001,3,591.0,723.0063313442485,6.818832589936498,3.0,0.0,645.5413672716503,6.0882433838718635,1.0,61.985838651657104,1.023579619009673,43.450963179270424,3.106597473159996,7.0,1.632993161855452,31.216929356257122,7.154000347398958
combo_0,Baseline_Short,1,1,0,1,lc205,659.6800000000001,3,589.0,659.5410781718344,0.0,3.0,0.0,588.8759626534236,0.0,1.0,61.895668506622314,1.1512269882871407,3.5695751508076987,1.6305137337216606,3.6666666666666665,0.4714045207910317,58.32604583104452,0.8812595762225484
combo_0,Baseline_Short,1,1,0,1,lc206,658.5600000000001,3,588.0,659.1119906140601,0.0,3.0,0.0,588.4928487625536,0.0,1.0,63.17465035120646,1.694058024612132,4.11833381652832,1.6098863048321217,3.6666666666666665,0.9428090415820634,59.056173960367836,0.6708445408527811
combo_0,Baseline_Short,1,1,0,1,lc207,658.5600000000001,3,588.0,658.880679997358,0.0,3.0,0.0,588.2863214262125,0.0,1.0,62.82141979535421,2.1917851418799916,7.097226699193318,6.345180580807729,4.333333333333333,1.699673171197595,55.724115212758385,7.9320095651435025
combo_0,Baseline_Short,1,1,0,1,lc208,658.5600000000001,3,588.0,660.153973866754,1.7413453854888137,3.0,0.0,589.4231909524589,1.5547726656150296,1.0,61.68386427561442,0.9231642272102597,11.858886321385702,2.9541607335683095,4.333333333333333,1.247219128924647,49.824912786483765,3.7487452469520623
combo_0,Baseline_Short,1,1,0,1,lr101,2905.76,19,1651.0,2905.40666164508,3.712996571847389e-13,19.0,0.0,1650.799239571068,1.8564982859236944e-13,1.0,60.524445215861,0.12912846530526634,6.055760542551677,3.262892840051534,5.666666666666667,0.4714045207910317,54.468597173690796,3.133902025541042
combo_0,Baseline_Short,1,1,0,1,lr102,2499.84,17,1488.0,2509.663762889159,10.146006356255047,17.0,0.0,1493.8474779102135,6.03928949777091,1.0,60.66974298159281,0.4036003613480677,22.30500404040019,7.120393408321074,7.0,0.816496580927726,38.36460828781128,7.48079865618049
combo_0,Baseline_Short,1,1,0,1,lr103,1965.3600000000001,13,1293.0,1965.1040652067334,0.33557826991437933,13.0,0.0,1292.8316218465352,0.22077517757526646,1.0,60.52641622225443,0.3726931622161361,43.01027965545654,12.827460033719854,10.0,0.816496580927726,27.55150564511617,5.213559035243364
combo_0,Baseline_Short,1,1,0,1,lr104,1377.6799999999998,9,1013.0,1578.1932112220468,7.326210865902545,11.0,0.0,1095.9675077930883,5.087646434654553,1.0,60.50630180040995,0.397373943284908,35.365829626719155,22.003002023115304,10.666666666666666,4.642796092394707,34.67287381490072,14.630267519405505
combo_0,Baseline_Short,1,1,0,1,lr105,2148.12,14,1377.0,2155.2838988444696,9.88635817167191,14.0,0.0,1381.5922428490192,6.337409084405015,1.0,60.44506557782491,0.400380618792091,23.096129894256592,3.1113050395330046,7.333333333333333,1.699673171197595,37.348836183547974,3.388783586912019
combo_0,Baseline_Short,1,1,0,1,lr106,1854.44,12,1253.0,1853.8726483175194,2.6254850544756925e-13,12.0,0.0,1252.6166542685942,1.3127425272378462e-13,1.0,60.62033875783285,0.20138472888486061,25.137343724568684,24.859275407637316,6.333333333333333,0.9428090415820634,52.844353993733726,2.0451017533314695
combo_0,Baseline_Short,1,1,0,1,lr107,1555.3999999999999,10,1111.0,1622.9960334887783,47.48758526956088,10.666666666666666,0.4714045207910317,1137.370515626177,18.425321571464547,1.0,60.40061871210734,0.2895699620800219,34.305710315704346,21.71738924936358,7.333333333333333,2.0548046676563256,36.30128558476766,12.358686029069585
combo_0,Baseline_Short,1,1,0,1,lr108,1317.84,9,969.0,1317.7937858608357,1.3127425272378462e-13,9.0,0.0,968.9660190153205,6.563712636189231e-14,1.0,61.02971092859904,0.6140976435770261,36.250895977020264,23.97628861671695,9.333333333333334,5.557777333511022,42.60258014996847,15.19263775888947
combo_0,Baseline_Short,1,1,0,1,lr109,1740.96,11,1209.0,1908.0854632595426,65.64906079830997,12.333333333333334,0.4714045207910317,1277.473818651469,31.614523423174987,1.0,60.51673420270284,0.2837711416805881,23.8998540242513,11.482594603232293,9.0,3.265986323710904,36.61678743362427,11.594332868001118
combo_0,Baseline_Short,1,1,0,1,lr110,1622.6,10,1159.0,1801.1277441675502,17.22282405111216,12.0,0.0,1216.9782055186151,11.637043277778485,1.0,60.434802770614624,0.3944003945573189,34.957213401794434,14.72173340815689,6.666666666666667,0.4714045207910317,33.46602884928385,6.4546592803586815
combo_0,Baseline_Short,1,1,0,1,lr111,1552.6,10,1109.0,1662.3656186154974,35.34989310981189,11.333333333333334,0.4714045207910317,1143.713489961424,10.121131736732462,1.0,60.80400665601095,0.19841711704288625,46.128372271855675,16.85045367579888,8.0,2.160246899469287,47.37815992037455,6.492489042215043
combo_0,Baseline_Short,1,1,0,1,lr112,1365.4399999999998,9,1004.0,1546.8877717312944,44.002784468993134,10.666666666666666,0.4714045207910317,1084.0958837693333,19.425658024923724,1.0,60.793978134791054,0.3740265517925062,24.10747416814168,10.421282858726423,11.0,0.816496580927726,36.68641400337219,10.150423680575578
combo_0,Baseline_Short,1,1,0,1,lr201,1453.4799999999998,4,1253.0,1514.1432539438563,41.51768198429647,4.333333333333333,0.4714045207910317,1290.2335276103406,14.796103920896194,1.0,62.407487551371254,1.7897146245730295,22.87536923090617,24.982256294705817,3.3333333333333335,0.4714045207910317,53.90519857406616,3.6586446215463266
combo_0,Baseline_Short,1,1,0,1,lr202,1341.7600000000002,3,1198.0,1543.9142202942023,65.66870711866258,4.666666666666667,0.4714045207910317,1300.7156069061946,41.85891648599642,1.0,64.91875251134236,4.864075643344341,32.60489972432455,12.824709888208858,8.666666666666666,1.699673171197595,32.313776890436806,14.506527195982533
combo_0,Baseline_Short,1,1,0,1,lr203,1062.88,3,949.0,1213.7377525518941,9.953669826074844,3.3333333333333335,0.4714045207910317,1071.3269396494215,23.99856801020923,1.0,62.61513408025106,0.8427827822707458,31.204585472742718,2.409706985900196,6.0,0.816496580927726,31.410486936569214,2.854646005962184
combo_0,Baseline_Short,1,1,0,1,lr204,916.9200000000001,2,849.0,1010.385676239545,27.642093158380288,2.6666666666666665,0.4714045207910317,912.9650412830146,17.69360309762583,1.0,65.21730995178223,3.257611754510344,58.688680251439415,6.4061004985717,7.333333333333333,0.4714045207910317,23.577998956044514,6.991033805533779
combo_0,Baseline_Short,1,1,0,1,lr205,1180.48,3,1054.0,1364.8362354352557,77.70716929664394,3.6666666666666665,0.4714045207910317,1189.4678949208662,48.89568605084224,1.0,62.27869693438212,1.1694779533057995,38.23730079332987,19.10528054385625,8.333333333333334,3.7712361663282534,30.67508014043172,15.80375540079655
